"","X","per","ts_pct","usg_pct","bpm","vorp","age","win_pct","g","pts_per_g","trb_per_g","ast_per_g","stl_per_g","blk_per_g","fg_pct","fg3_pct","ft_pct","ws","ws_per_48"
"551",550,17.5,0.483,20.7,1.3,1.6,25,0.590909090909091,53,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121
"552",551,20.3,0.625,19.6,-0.5,0.7,37,0.5,62,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144
"553",552,26.3,0.559,31.3,6.3,3.4,30,0.696969696969697,49,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227
"554",553,23,0.532,30.5,4.9,2.4,23,0.757575757575758,39,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211
"555",554,21.7,0.564,29.2,1.8,2,33,0.545454545454545,62,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175
"556",555,22.9,0.538,32.7,3.2,3,23,0.712121212121212,66,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163
"557",556,22.5,0.531,26.2,2.4,1.8,35,0.757575757575758,58,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174
"558",557,18.4,0.557,24.9,2.1,2.2,30,0.606060606060606,60,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145
"559",558,31.6,0.64,30.2,11.6,9.8,28,0.804878048780488,76,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322
"560",559,28.3,0.647,29.8,7.7,7.6,24,0.731707317073171,81,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291
"561",560,24.8,0.56,35.6,2.4,2.8,28,0.658536585365854,67,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184
"562",561,26.4,0.594,22.6,7.5,5.6,27,0.682926829268293,70,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287
"563",562,23,0.57,31.9,4.7,5.1,34,0.548780487804878,78,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174
"564",563,23,0.588,27.7,2.7,2.6,30,0.707317073170732,66,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206
"565",564,24.4,0.554,27.8,4.1,3.2,36,0.707317073170732,69,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191
"566",565,23,0.6,29,5.5,5.7,23,0.548780487804878,78,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206
"567",566,23.9,0.532,32.8,5,5.1,24,0.731707317073171,82,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195
"568",567,24,0.571,29.5,3.9,3.5,31,0.804878048780488,69,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192
"569",568,21.3,0.589,26.4,5.4,5.6,24,0.573170731707317,78,22.9,4,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18
"570",569,19.2,0.535,24.5,1,1.5,36,0.506172839506173,68,14.8,7.8,2.3,1.1,0.9,0.496,0.125,0.786,5.6,0.133
"571",570,19.5,0.559,19.2,6.1,5.7,28,0.682926829268293,80,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197
"572",571,17.9,0.549,22.3,1.4,2.2,25,0.695121951219512,73,16.7,2.7,6.9,1.5,0.1,0.461,0.366,0.756,7.4,0.141
"573",572,19.2,0.561,23.2,2.5,3.3,29,0.573170731707317,79,18.5,11.2,3.5,0.8,0.3,0.519,0,0.797,9.1,0.15
"574",573,18.1,0.534,17.2,5.2,4.4,27,0.548780487804878,66,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145
"575",574,29.8,0.635,33,8.8,8.5,25,0.719512195121951,81,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295
"576",575,29.3,0.649,31,8.9,8,29,0.658536585365854,77,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264
"577",576,23.9,0.583,29,4.6,4.8,24,0.695121951219512,80,24.1,9.5,3.9,1.2,0.6,0.528,0.273,0.715,12.2,0.205
"578",577,20,0.531,18.7,6.6,6.1,28,0.585365853658537,80,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19
"579",578,23.5,0.618,27.8,5.7,5.4,24,0.658536585365854,73,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221
"580",579,24.1,0.61,28.3,7.4,6.7,25,0.621951219512195,78,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225
"581",580,25.9,0.58,23.7,7.4,5.2,28,0.695121951219512,62,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27
"582",581,22.7,0.532,29.3,1.8,2.5,29,0.524390243902439,73,21.8,10.8,2.1,0.9,1.1,0.509,0.2,0.69,7.8,0.146
"583",582,20.1,0.555,28.3,4.7,4.9,23,0.682926829268293,80,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178
"584",583,21.8,0.507,29.8,0.3,1.5,28,0.658536585365854,69,23.2,11.1,2.6,0.9,1,0.458,0.2,0.822,7.5,0.144
"585",584,26.9,0.591,28.8,8.4,7.3,25,0.48780487804878,77,26.1,12.5,4.4,0.8,0.5,0.457,0.376,0.821,14.3,0.245
"586",585,21.3,0.535,25.2,3.2,2.8,37,0.75609756097561,74,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164
"587",586,18.9,0.555,26.5,-0.5,0.8,31,0.75609756097561,68,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141
"588",587,23.6,0.603,26.9,3.3,3.5,35,0.597560975609756,80,21.7,6.2,2.7,0.9,0.6,0.497,0.398,0.899,10.9,0.199
"589",588,24.4,0.561,32.4,3.6,4.2,29,0.451219512195122,77,27.4,8.1,3.1,1.2,0.7,0.452,0.402,0.848,10.7,0.172
"590",589,21.4,0.604,24.5,3.9,4,27,0.585365853658537,76,20.3,3.2,5.9,1.4,0.3,0.505,0.408,0.76,10.3,0.186
"591",590,20,0.545,24.6,3.4,3.3,26,0.609756097560976,73,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161
"592",591,28,0.638,28.9,9.9,7.9,26,0.817073170731707,80,23.8,4.3,7.7,2,0.2,0.487,0.443,0.914,15.7,0.288
"593",592,26.7,0.605,31.3,8.4,7.8,25,0.682926829268293,81,27.4,5.7,7,1.9,0.7,0.44,0.375,0.868,16.4,0.265
"594",593,25.9,0.577,32.3,7.4,5.9,30,0.646341463414634,69,25.3,6,7.4,1.6,0.7,0.488,0.354,0.71,10.4,0.199
"595",594,29.1,0.536,38.4,11,7.6,26,0.548780487804878,67,28.1,7.3,8.6,2.1,0.2,0.426,0.299,0.835,10.6,0.222
"596",595,30.8,0.591,27.8,7.1,5.7,21,0.548780487804878,68,24.4,10.2,2.2,1.5,2.9,0.535,0.083,0.805,14,0.274
"597",596,26,0.596,23.7,7.5,6.9,29,0.682926829268293,82,19.1,4.6,10.2,1.9,0.2,0.485,0.398,0.9,16.1,0.27
"598",597,22.8,0.528,30.2,0.3,1.4,29,0.621951219512195,71,23.4,10.2,1.7,0.7,1,0.466,0.352,0.845,8.6,0.165
"599",598,21.7,0.558,24.6,4.8,4.6,30,0.670731707317073,81,17.4,7.8,3.8,0.9,1.6,0.494,0.176,0.795,10.2,0.182
"600",599,22.8,0.551,28.4,4.1,3.6,25,0.682926829268293,67,21.9,7.6,5.3,0.9,0.5,0.502,0.4,0.728,9,0.183
"601",600,22.6,0.56,22.2,5.5,4.2,38,0.670731707317073,77,13.9,9.1,3,0.8,2,0.512,0.286,0.74,9.6,0.207
"602",601,22,0.567,23,6.1,4.1,23,0.670731707317073,64,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204
"603",602,20.8,0.591,27.6,2.7,2.9,24,0.817073170731707,77,21.7,3.2,2.9,1.1,0.8,0.463,0.439,0.879,8.8,0.172
"604",603,31.5,0.669,32.6,12.5,9.8,27,0.890243902439024,79,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318
"605",604,26,0.616,25.8,8.3,6.2,24,0.817073170731707,72,21.2,6.8,2.6,1.8,1,0.506,0.443,0.874,13.7,0.277
"606",605,27.5,0.588,31.4,9.1,7.6,31,0.695121951219512,76,25.3,7.4,6.8,1.4,0.6,0.52,0.309,0.731,13.6,0.242
"607",606,27.6,0.554,31.6,10,8.3,27,0.670731707317073,80,23.5,7.8,10.4,2,0.3,0.454,0.296,0.812,14,0.245
"608",607,28.2,0.634,30.6,7.9,6.4,27,0.670731707317073,72,28.2,8.2,5,1,1.2,0.505,0.387,0.898,14.5,0.27
"609",608,26.2,0.575,27.1,7.8,6,30,0.646341463414634,74,19.5,4.2,10,2.1,0.2,0.462,0.371,0.896,12.7,0.253
"610",609,19.3,0.587,18.8,5.8,5.5,25,0.890243902439024,81,14,9.5,7.4,1.5,1.4,0.49,0.388,0.696,11.1,0.19
"611",610,22.2,0.56,31.3,3.7,3.8,25,0.536585365853659,75,25.1,4,6.8,0.9,0.4,0.419,0.375,0.892,9.2,0.165
"612",611,25.3,0.598,32.5,6.7,6.9,26,0.5,82,29,6.1,7.5,1.7,0.6,0.439,0.359,0.86,13.3,0.204
"613",612,22.2,0.578,26.1,6.8,6.3,29,0.682926829268293,77,21.2,4.7,6.4,2.1,0.4,0.427,0.388,0.811,11.6,0.196
"614",613,30.6,0.554,41.7,15.6,12.4,28,0.573170731707317,81,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224
"615",614,27.4,0.613,34.2,10.1,9,27,0.670731707317073,81,29.1,8.1,11.2,1.5,0.5,0.44,0.347,0.847,15,0.245
"616",615,27.6,0.61,31.1,7.9,6.2,25,0.74390243902439,74,25.5,5.8,3.5,1.8,0.7,0.485,0.38,0.88,13.6,0.264
"617",616,27,0.619,30,8.4,7.3,32,0.621951219512195,74,26.4,8.6,8.7,1.2,0.6,0.548,0.363,0.674,12.9,0.221
"618",617,26.5,0.625,34,5.4,4.8,27,0.646341463414634,76,28.9,2.7,5.9,0.9,0.2,0.463,0.379,0.909,12.5,0.234
"619",618,24.6,0.624,30.1,7.3,6.2,28,0.817073170731707,79,25.3,4.5,6.6,1.8,0.2,0.468,0.411,0.898,12.6,0.229
"620",619,26.1,0.599,28.3,7.6,6.9,22,0.51219512195122,80,22.9,8.8,5.4,1.6,1.9,0.521,0.272,0.77,12.4,0.21
"621",620,23.2,0.541,30.6,4.1,4.3,26,0.597560975609756,78,23.1,4.2,10.7,2,0.6,0.451,0.327,0.801,8.8,0.149
"622",621,27.5,0.58,32.6,3.7,3.9,23,0.414634146341463,75,28,11.8,2.1,1.3,2.2,0.505,0.299,0.802,11,0.195
"623",622,27.6,0.651,27.8,8,5.2,28,0.817073170731707,62,25.1,8.3,4.8,1.1,1.6,0.537,0.375,0.875,12,0.278
"624",623,24,0.552,34.3,0.9,1.9,27,0.621951219512195,74,27.3,5.2,3.9,1.1,0.2,0.467,0.266,0.842,9,0.166
"625",624,29.8,0.619,36.1,10.9,8.3,28,0.792682926829268,72,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289
"626",625,28.6,0.621,31.6,9.6,8.9,33,0.609756097560976,82,27.5,8.6,9.1,1.4,0.9,0.542,0.367,0.731,14,0.221
"627",626,28.9,0.612,30,5.2,4.9,24,0.585365853658537,75,28.1,11.1,2.3,1.5,2.6,0.534,0.34,0.828,13.7,0.241
"628",627,25.2,0.594,30.6,6.7,5.9,27,0.597560975609756,73,26.9,4.5,6.6,1.1,0.4,0.439,0.361,0.916,12.6,0.227
"629",628,24.7,0.524,34.1,8.2,7.5,29,0.585365853658537,80,25.4,10.1,10.3,1.8,0.3,0.449,0.298,0.737,10.1,0.166
"630",629,27.3,0.598,31.2,5.8,5.4,23,0.536585365853659,75,26.9,10,4.8,1.5,1.4,0.529,0.307,0.76,11.9,0.207
"631",630,26,0.64,30.4,5.6,4.5,29,0.707317073170732,68,26.4,6.8,5.4,0.7,1.8,0.516,0.419,0.889,10.4,0.215
"632",631,21,0.555,29.6,1.8,2.6,28,0.719512195121951,80,23,3.9,5.2,1.1,0.3,0.456,0.31,0.825,9.6,0.17
"633",632,25,0.57,29.1,3.3,3.3,32,0.573170731707317,75,23.1,8.5,2,0.6,1.2,0.51,0.293,0.837,10.9,0.209
"634",633,23.7,0.59,24.9,5,3.8,28,0.573170731707317,59,22.2,5.3,4.9,2,0.4,0.474,0.35,0.854,8.9,0.198
"635",634,28.2,0.675,31,8.6,4.4,29,0.707317073170732,51,26.4,5.1,6.1,1.6,0.2,0.495,0.423,0.921,9.1,0.267
"636",635,22.9,0.573,33.4,2.6,2.2,23,0.634146341463415,63,22.9,11,3.2,0.6,1.8,0.483,0.308,0.769,6.2,0.155
"637",636,23.1,0.577,30.1,4.9,4.5,25,0.585365853658537,75,23.1,5.2,4.3,2.4,0.8,0.477,0.371,0.799,8.2,0.155
"638",637,30.9,0.644,32.3,10.8,7.6,24,0.731707317073171,72,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292
"639",638,30.6,0.616,40.5,11.7,9.9,29,0.646341463414634,78,36.1,6.6,7.5,2,0.7,0.442,0.368,0.879,15.2,0.254
"640",639,23.3,0.583,29.5,5.5,5.3,28,0.597560975609756,77,28,8.2,4.1,2.2,0.4,0.438,0.386,0.839,11.9,0.201
"641",640,26.3,0.589,27.4,9.5,7.3,23,0.658536585365854,80,20.1,10.8,7.3,1.4,0.7,0.511,0.307,0.821,11.8,0.226
"642",641,24.4,0.641,30.4,6.3,4.9,30,0.695121951219512,69,27.3,5.3,5.2,1.3,0.4,0.472,0.437,0.916,9.7,0.199
"643",642,23.7,0.588,29.3,5.5,5.4,28,0.646341463414634,80,25.8,4.6,6.9,1.1,0.4,0.444,0.369,0.912,12.1,0.205
"644",643,26.1,0.593,33.3,4.1,3.3,24,0.621951219512195,64,27.5,13.6,3.7,0.7,1.9,0.484,0.3,0.804,8.7,0.194
"645",644,24.2,0.631,29,4.3,4.3,30,0.695121951219512,78,26,6.4,5.9,0.7,1.1,0.521,0.353,0.885,11.5,0.204
"646",645,25.8,0.606,30.3,5,3.6,27,0.707317073170732,60,26.6,7.3,3.3,1.8,0.4,0.496,0.371,0.854,9.5,0.224
"647",646,21.1,0.501,30.9,6.5,5.6,30,0.597560975609756,73,22.9,11.1,10.7,1.9,0.5,0.428,0.29,0.656,6.8,0.124
"648",647,24.6,0.682,17.8,7,5.9,26,0.609756097560976,81,15.9,12.9,2,0.8,2.3,0.669,0,0.636,14.4,0.268
"649",648,25.6,0.588,31.6,8.1,4.9,34,0.451219512195122,55,27.4,8.5,8.3,1.3,0.6,0.51,0.339,0.665,7.2,0.179
